--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
14650  | فلينفق               | 1          | 0.0012%
14651  | ءاتيها               | 1          | 0.0012%
14652  | عسرۢ                 | 1          | 0.0012%
14653  | عتت                  | 1          | 0.0012%
14654  | فحاسبنها             | 1          | 0.0012%
14655  | وعذبنها              | 1          | 0.0012%
14656  | فذاقت                | 1          | 0.0012%
14657  | خسرا                 | 1          | 0.0012%
14658  | ليخرج                | 1          | 0.0012%
14659  | مثلهن                | 1          | 0.0012%
14660  | يتنزل                | 1          | 0.0012%
14661  | بينهن                | 1          | 0.0012%
14662  | علمۢا                | 1          | 0.0012%
14663  | تحرم                 | 1          | 0.0012%
14664  | تحله                 | 1          | 0.0012%
14665  | ازوجهۦ               | 1          | 0.0012%
14666  | واظهره               | 1          | 0.0012%
14667  | عرف                  | 1          | 0.0012%
14668  | نباها                | 1          | 0.0012%
14669  | انۢباك               | 1          | 0.0012%
14670  | نباني                | 1          | 0.0012%
14671  | تتوبا                | 1          | 0.0012%
14672  | صغت                  | 1          | 0.0012%
14673  | قلوبكما              | 1          | 0.0012%
14674  | وصلح                 | 1          | 0.0012%
14675  | ظهير                 | 1          | 0.0012%
14676  | طلقكن                | 1          | 0.0012%
14677  | يبدلهۥ               | 1          | 0.0012%
14678  | ازوجا                | 1          | 0.0012%
14679  | مسلمتۢ               | 1          | 0.0012%
14680  | قنتتۢ                | 1          | 0.0012%
14681  | تئبت                 | 1          | 0.0012%
14682  | عبدتۢ                | 1          | 0.0012%
14683  | سئحتۢ                | 1          | 0.0012%
14684  | ثيبتۢ                | 1          | 0.0012%
14685  | وابكارۭا             | 1          | 0.0012%
14686  | قوا۟                 | 1          | 0.0012%
14687  | واهليكم              | 1          | 0.0012%
14688  | ملئكه                | 1          | 0.0012%
14689  | غلاظۭ                | 1          | 0.0012%
14690  | يعصون                | 1          | 0.0012%
14691  | نصوحا                | 1          | 0.0012%
14692  | يخزي                 | 1          | 0.0012%
14693  | اتمم                 | 1          | 0.0012%
14694  | نورنا                | 1          | 0.0012%
14695  | وامرات               | 1          | 0.0012%
14696  | فخانتاهما            | 1          | 0.0012%
14697  | يغنيا                | 1          | 0.0012%
14698  | ادخلا                | 1          | 0.0012%
14699  | الدخلين              | 1          | 0.0012%
14700  | وعملهۦ               | 1          | 0.0012%
14701  | ومريم                | 1          | 0.0012%
14702  | ابنت                 | 1          | 0.0012%
14703  | وصدقت                | 1          | 0.0012%
14704  | بكلمت                | 1          | 0.0012%
14705  | القنتين              | 1          | 0.0012%
14706  | بيده                 | 1          | 0.0012%
14707  | والحيوه              | 1          | 0.0012%
14708  | تفوتۢ                | 1          | 0.0012%
14709  | فارجع                | 1          | 0.0012%
14710  | فطورۢ                | 1          | 0.0012%
14711  | كرتين                | 1          | 0.0012%
14712  | خاسئۭا               | 1          | 0.0012%
14713  | حسيرۭ                | 1          | 0.0012%
14714  | رجومۭا               | 1          | 0.0012%
14715  | للشيطين              | 1          | 0.0012%
14716  | وللذين               | 1          | 0.0012%
14717  | شهيقۭا               | 1          | 0.0012%
14718  | تفور                 | 1          | 0.0012%
14719  | تميز                 | 1          | 0.0012%
14720  | سالهم                | 1          | 0.0012%
14721  | فكذبنا               | 1          | 0.0012%
14722  | كبيرۢ                | 1          | 0.0012%
14723  | نعقل                 | 1          | 0.0012%
14724  | فاعترفوا۟            | 1          | 0.0012%
14725  | فسحقۭا               | 1          | 0.0012%
14726  | اجهروا۟              | 1          | 0.0012%
14727  | ذلولۭا               | 1          | 0.0012%
14728  | فامشوا۟              | 1          | 0.0012%
14729  | مناكبها              | 1          | 0.0012%
14730  | رزقهۦ                | 1          | 0.0012%
14731  | ويقبضن               | 1          | 0.0012%
14732  | غرور                 | 1          | 0.0012%
14733  | لجوا۟                | 1          | 0.0012%
14734  | عتوۢ                 | 1          | 0.0012%
14735  | ونفور                | 1          | 0.0012%
14736  | مكبا                 | 1          | 0.0012%
14737  | سويا                 | 1          | 0.0012%
14738  | زلفهۭ                | 1          | 0.0012%
14739  | سيت                  | 1          | 0.0012%
14740  | اهلكني               | 1          | 0.0012%
14741  | رحمنا                | 1          | 0.0012%
14742  | اصبح                 | 1          | 0.0012%
14743  | ماؤكم                | 1          | 0.0012%
14744  | ن                    | 1          | 0.0012%
14745  | والقلم               | 1          | 0.0012%
14746  | يسطرون               | 1          | 0.0012%
14747  | فستبصر               | 1          | 0.0012%
14748  | ويبصرون              | 1          | 0.0012%
14749  | باييكم               | 1          | 0.0012%
14750  | المفتون              | 1          | 0.0012%
14751  | تدهن                 | 1          | 0.0012%
14752  | فيدهنون              | 1          | 0.0012%
14753  | حلافۢ                | 1          | 0.0012%
14754  | مهين                 | 1          | 0.0012%
14755  | همازۢ                | 1          | 0.0012%
14756  | مشاءۭ                | 1          | 0.0012%
14757  | بنميمۢ               | 1          | 0.0012%
14758  | عتلۭ                 | 1          | 0.0012%
14759  | زنيم                 | 1          | 0.0012%
14760  | سنسمهۥ               | 1          | 0.0012%
14761  | الخرطوم              | 1          | 0.0012%
14762  | بلونهم               | 1          | 0.0012%
14763  | بلونا                | 1          | 0.0012%
14764  | ليصرمنها             | 1          | 0.0012%
14765  | يستثنون              | 1          | 0.0012%
14766  | فطاف                 | 1          | 0.0012%
14767  | طائفۭ                | 1          | 0.0012%
14768  | فاصبحت               | 1          | 0.0012%
14769  | كالصريم              | 1          | 0.0012%
14770  | فتنادوا۟             | 1          | 0.0012%
14771  | اغدوا۟               | 1          | 0.0012%
14772  | صرمين                | 1          | 0.0012%
14773  | فانطلقوا۟            | 1          | 0.0012%
14774  | يدخلنها              | 1          | 0.0012%
14775  | مسكينۭ               | 1          | 0.0012%
14776  | وغدوا۟               | 1          | 0.0012%
14777  | حردۢ                 | 1          | 0.0012%
14778  | راوها                | 1          | 0.0012%
14779  | اوسطهم               | 1          | 0.0012%
14780  | تسبحون               | 1          | 0.0012%
14781  | يتلومون              | 1          | 0.0012%
14782  | يبدلنا               | 1          | 0.0012%
14783  | افنجعل               | 1          | 0.0012%
14784  | كالمجرمين            | 1          | 0.0012%
14785  | تخيرون               | 1          | 0.0012%
14786  | بلغه                 | 1          | 0.0012%
14787  | سلهم                 | 1          | 0.0012%
14788  | زعيم                 | 1          | 0.0012%
14789  | يكشف                 | 1          | 0.0012%
14790  | ساقۢ                 | 1          | 0.0012%
14791  | ويدعون               | 1          | 0.0012%
14792  | سلمون                | 1          | 0.0012%
14793  | فذرني                | 1          | 0.0012%
14794  | كصاحب                | 1          | 0.0012%
14795  | مكظومۭ               | 1          | 0.0012%
14796  | تدركهۥ               | 1          | 0.0012%
14797  | لنبذ                 | 1          | 0.0012%
14798  | مذمومۭ               | 1          | 0.0012%
14799  | فاجتبه               | 1          | 0.0012%
14800  | ليزلقونك             | 1          | 0.0012%
14801  | بابصرهم              | 1          | 0.0012%
14802  | بالقارعه             | 1          | 0.0012%
14803  | بالطاغيه             | 1          | 0.0012%
14804  | صرصر                 | 1          | 0.0012%
14805  | عاتيهۢ               | 1          | 0.0012%
